seqno,name,filename,domainname,date,time
77,新北市政府衛生局,107年3月(本局乳製品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B42%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88(2).pdf,20230731,153030
78,新北市政府衛生局,107年3月(本局糖果抽驗)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B43%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E7%B3%96%E6%9E%9C%E6%8A%BD%E9%A9%97%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88(1).pdf,20230731,153030
79,新北市政府衛生局,107年3月(本局餐車小吃衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B43%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E9%A4%90%E8%BB%8A%E5%B0%8F%E5%90%83-%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88(3).pdf,20230731,153030
80,新北市政府衛生局,107年3月(後市場甲魚)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B43%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E7%94%B2%E9%AD%9A%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
81,新北市政府衛生局,107年3月(後市場烏骨雞動物用藥)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B43%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E7%83%8F%E9%AA%A8%E9%9B%9E%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
82,新北市政府衛生局,107年3月(後市場真菌毒素)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B43%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E7%9C%9F%E8%8F%8C%E6%AF%92%E7%B4%A0%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
83,新北市政府衛生局,107年3月(專案新式販售型態)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B43%E6%9C%88%E3%80%90%E5%B0%88%E6%A1%88-%E6%96%B0%E5%BC%8F%E8%B2%A9%E5%94%AE%E5%9E%8B%E6%85%8B%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
84,新北市政府衛生局,107年3月(蔬果農藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B43%E6%9C%88%E3%80%90%E8%94%AC%E6%9E%9C-%E8%BE%B2%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
85,新北市政府衛生局,107年3月(聯合分工花生製品黃麴毒素)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B43%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E8%8A%B1%E7%94%9F%E8%A3%BD%E5%93%81-%E9%BB%83%E9%BA%B4%E6%AF%92%E7%B4%A0%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
86,新北市政府衛生局,107年3月(聯合分工動物用藥)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B43%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88(1).pdf,20230731,153030
87,新北市政府衛生局,107年3月(雞蛋動物用藥及農藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B43%E6%9C%88%E3%80%90%E9%9B%9E%E8%9B%8B-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E5%8F%8A%E8%BE%B2%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.xlsx,20230731,153030
88,新北市政府衛生局,107年4月(本局壽司米製品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B44%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E5%A3%BD%E5%8F%B8%E7%B1%B3%E8%A3%BD%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
89,新北市政府衛生局,107年4月(後市場蛋品加工品重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B44%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E8%9B%8B%E5%93%81%E5%8A%A0%E5%B7%A5%E5%93%81%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
90,新北市政府衛生局,107年4月(後市場蔬果重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B44%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E8%94%AC%E6%9E%9C%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
91,新北市政府衛生局,107年4月(後市場蔬果農藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B44%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E8%94%AC%E6%9E%9C-%E8%BE%B2%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88(1).pdf,20230731,153030
92,新北市政府衛生局,107年4月(聯合分工食用油重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B44%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E9%A3%9F%E7%94%A8%E6%B2%B9-%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
93,新北市政府衛生局,107年4月(聯合分工香辛料黃麴毒素)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B44%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E9%A6%99%E8%BE%9B%E6%96%99-%E9%BB%83%E9%BA%B4%E6%AF%92%E7%B4%A0%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
94,新北市政府衛生局,107年4月(聯合分工香菇重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B44%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E9%A6%99%E8%8F%87%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
95,新北市政府衛生局,107年4月(聯合分工烘焙食品防腐劑)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B44%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E7%83%98%E7%84%99%E9%A3%9F%E5%93%81-%E9%98%B2%E8%85%90%E5%8A%91%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
96,新北市政府衛生局,107年4月(聯合分工動物用藥)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B44%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
97,新北市政府衛生局,107年4月(聯合分工醬油單氯丙二醇及防腐劑)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B44%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E9%86%AC%E6%B2%B9-%E5%96%AE%E6%B0%AF%E4%B8%99%E4%BA%8C%E9%86%87%E5%8F%8A%E9%98%B2%E8%85%90%E5%8A%91%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
98,新北市政府衛生局,107年清明節抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/1070330%E6%96%B0%E5%8C%97%E5%B8%82%E8%A1%9B%E7%94%9F%E5%B1%80%E6%B8%85%E6%98%8E%E9%A3%9F%E5%93%81%E6%8A%BD%E9%A9%97%E6%96%B0%E8%81%9E%E7%A8%BF%E6%9A%A8%E6%8A%BD%E9%A9%97%E5%90%8D%E5%86%8A.pdf,20230731,153030
99,新北市政府衛生局,107春節抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E6%98%A5%E7%AF%80%E6%8A%BD%E9%A9%97%E5%90%8D%E5%86%8A.pdf,20230731,153030
100,新北市政府衛生局,107年5月(食用冰塊製造業稽查專案計畫)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E9%A3%9F%E7%94%A8%E5%86%B0%E5%A1%8A%E8%A3%BD%E9%80%A0%E6%A5%AD%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E8%A8%88%E7%95%AB%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
101,新北市政府衛生局,107年5月(烘焙食品製造業稽查專案製造端)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E7%83%98%E7%84%99%E9%A3%9F%E5%93%81%E8%A3%BD%E9%80%A0%E6%A5%AD%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88(%E8%A3%BD%E9%80%A0%E7%AB%AF)%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
102,新北市政府衛生局,107年5月(餐盒食品工廠HACCP稽查專案)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E9%A4%90%E7%9B%92%E9%A3%9F%E5%93%81%E5%B7%A5%E5%BB%A0HACCP%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
103,新北市政府衛生局,107年5月(早餐業稽查專案計畫)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E6%97%A9%E9%A4%90%E6%A5%AD%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E8%A8%88%E7%95%AB%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
104,新北市政府衛生局,107年5月(即食食品抽驗專案計畫)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E5%8D%B3%E9%A3%9F%E9%A3%9F%E5%93%81%E6%8A%BD%E9%A9%97%E5%B0%88%E6%A1%88%E8%A8%88%E7%95%AB%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
105,新北市政府衛生局,107年5月(壽司飯糰衛生標準複抽)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80%E5%A3%BD%E5%8F%B8%E9%A3%AF%E7%B3%B0-%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E8%A4%87%E6%8A%BD%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
106,新北市政府衛生局,107年5月(本局澱粉類製品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E6%BE%B1%E7%B2%89%E9%A1%9E%E8%A3%BD%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
107,新北市政府衛生局,107年5月(本局濕麵製品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E6%BF%95%E9%BA%B5%E8%A3%BD%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
108,新北市政府衛生局,107年5月(行政院消保處釣蝦場專案)抽驗名冊,https://www.health.ntpc.gov.tw/archive/file/109%E5%B9%B411%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E9%87%A3%E8%9D%A6%E5%A0%B4%E3%80%91.pdf,20230731,153030
109,新北市政府衛生局,107年5月(後市場重金屬水產品及嬰兒食品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4%E9%87%8D%E9%87%91%E5%B1%AC-%E6%B0%B4%E7%94%A2%E5%93%81%E5%8F%8A%E5%AC%B0%E5%85%92%E9%A3%9F%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
110,新北市政府衛生局,107年5月(後市場農產品農藥)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4%E8%BE%B2%E7%94%A2%E5%93%81%E8%BE%B2%E8%97%A5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
111,新北市政府衛生局,107年5月(聯合分工動物用藥)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
112,新北市政府衛生局,107年5月(現場調製飲冰品專案)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B45%E6%9C%88%E3%80%90%E7%8F%BE%E5%A0%B4%E8%AA%BF%E8%A3%BD%E9%A3%B2%E5%86%B0%E5%93%81%E5%B0%88%E6%A1%88%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
113,新北市政府衛生局,107年6月(金針抽驗專案)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E9%87%91%E9%87%9D%E6%8A%BD%E9%A9%97%E5%B0%88%E6%A1%88%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
114,新北市政府衛生局,107年6月(新式食品不明風險飲食潛藏病原之評估研究)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E6%96%B0%E5%BC%8F%E9%A3%9F%E5%93%81%E4%B8%8D%E6%98%8E%E9%A2%A8%E9%9A%AA%E9%A3%B2%E9%A3%9F%E6%BD%9B%E8%97%8F%E7%97%85%E5%8E%9F%E4%B9%8B%E8%A9%95%E4%BC%B0%E7%A0%94%E7%A9%B6%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
115,新北市政府衛生局,107年6月(本局鴨肉動物用藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E9%B4%A8%E8%82%89%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
116,新北市政府衛生局,107年6月(後市場午仔魚動物用藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E5%8D%88%E4%BB%94%E9%AD%9A-%E5%8B%95%E7%89%A9%E7%94%A8%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
117,新北市政府衛生局,107年6月(本局沙拉麵包衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E6%B2%99%E6%8B%89%E9%BA%B5%E5%8C%85-%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
118,新北市政府衛生局,107年6月(本局漢堡潛艇堡衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E6%BC%A2%E5%A0%A1%E6%BD%9B%E8%89%87%E5%A0%A1-%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
119,新北市政府衛生局,107年6月(聯合分工以甲醛三聚氰胺為合成原料之塑膠類食品容器具溶出試驗)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E4%BB%A5%E7%94%B2%E9%86%9B-%E4%B8%89%E8%81%9A%E6%B0%B0%E8%83%BA%E7%82%BA%E5%90%88%E6%88%90%E5%8E%9F%E6%96%99%E4%B9%8B%E5%A1%91%E8%86%A0%E9%A1%9E%E9%A3%9F%E5%93%81%E5%AE%B9%E5%99%A8%E5%85%B7-%E6%BA%B6%E5%87%BA%E8%A9%A6%E9%A9%97%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
120,新北市政府衛生局,107年6月(第2波鹼粽)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E7%AC%AC2%E6%B3%A2-%E9%B9%BC%E7%B2%BD%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
121,新北市政府衛生局,107年6月(本局沙拉麵包複抽)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80%E6%B2%99%E6%8B%89%E9%BA%B5%E5%8C%85%E8%A4%87%E6%8A%BD%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
122,新北市政府衛生局,107年6月(飲冰品茶飲料)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E9%A3%B2%E5%86%B0%E5%93%81-%E8%8C%B6%E9%A3%B2%E6%96%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
123,新北市政府衛生局,107年6月(飲冰品冰塊)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E5%A4%8F%E5%AD%A3%E9%A3%B2%E5%86%B0%E5%93%81-%E5%86%B0%E5%A1%8A%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
124,新北市政府衛生局,107年6月(飲冰品冰品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E9%A3%B2%E5%86%B0%E5%93%81-%E5%86%B0%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
125,新北市政府衛生局,107年6月(飲冰品果蔬汁)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E9%A3%B2%E5%86%B0%E5%93%81-%E6%9E%9C%E8%94%AC%E6%B1%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
126,新北市政府衛生局,107年6月(後市場農藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E5%BE%8C%E5%B8%82%E5%A0%B4-%E8%BE%B2%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
127,新北市政府衛生局,107年6月(專案水產HACCP抽驗)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E5%B0%88%E6%A1%88-%E6%B0%B4%E7%94%A2HACCP%E6%8A%BD%E9%A9%97%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
128,新北市政府衛生局,107年6月(專案肉品HACCP抽驗)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B46%E6%9C%88%E3%80%90%E5%B0%88%E6%A1%88-%E8%82%89%E5%93%81HACCP%E6%8A%BD%E9%A9%97%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
129,新北市政府衛生局,107年7月(宴席專案醬油醬料抽驗)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E5%AE%B4%E5%B8%AD%E5%B0%88%E6%A1%88-%E9%86%AC%E6%B2%B9%E9%86%AC%E6%96%99%E6%8A%BD%E9%A9%97%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88(1).pdf,20230731,153030
130,新北市政府衛生局,107年7月(聯合分工水產品重金屬)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E8%81%AF%E5%90%88%E5%88%86%E5%B7%A5-%E6%B0%B4%E7%94%A2%E5%93%81%E9%87%8D%E9%87%91%E5%B1%AC%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
131,新北市政府衛生局,107年7月(成大香辛植物及其他草本植物類農藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E6%88%90%E5%A4%A7-%E9%A6%99%E8%BE%9B%E6%A4%8D%E7%89%A9%E5%8F%8A%E5%85%B6%E4%BB%96%E8%8D%89%E6%9C%AC%E6%A4%8D%E7%89%A9%E9%A1%9E%E8%BE%B2%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
132,新北市政府衛生局,107年7月(成大豆菜類農藥殘留)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E6%88%90%E5%A4%A7-%E8%B1%86%E8%8F%9C%E9%A1%9E%E8%BE%B2%E8%97%A5%E6%AE%98%E7%95%99%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88(2).pdf,20230731,153030
133,新北市政府衛生局,107年7月(中元節水產煉製品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E4%B8%AD%E5%85%83%E7%AF%80-%E6%B0%B4%E7%94%A2%E7%85%89%E8%A3%BD%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
134,新北市政府衛生局,107年7月(中元節米麵濕製品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E4%B8%AD%E5%85%83%E7%AF%80-%E7%B1%B3%E9%BA%B5%E6%BF%95%E8%A3%BD%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
135,新北市政府衛生局,107年7月(中元節肉品加工品製品)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E4%B8%AD%E5%85%83%E7%AF%80-%E8%82%89%E5%93%81%E5%8A%A0%E5%B7%A5%E5%93%81%E8%A3%BD%E5%93%81%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
136,新北市政府衛生局,107年7月(中元節零食)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E4%B8%AD%E5%85%83%E7%AF%80-%E9%9B%B6%E9%A3%9F%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
137,新北市政府衛生局,107年7月(本局三明治衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E6%9C%AC%E5%B1%80-%E4%B8%89%E6%98%8E%E6%B2%BB%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
138,新北市政府衛生局,107年7月(夏季飲冰品冰塊衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E5%A4%8F%E5%AD%A3%E9%A3%B2%E5%86%B0%E5%93%81-%E5%86%B0%E5%A1%8A%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
139,新北市政府衛生局,107年7月(夏季飲冰品冰品衛生標準)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E5%A4%8F%E5%AD%A3%E9%A3%B2%E5%86%B0%E5%93%81-%E5%86%B0%E5%A1%8A%E8%A1%9B%E7%94%9F%E6%A8%99%E6%BA%96%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
140,新北市政府衛生局,107年7月(液蛋製造業稽查專案)抽驗名冊,https://www.health.ntpc.gov.tw/archive/health_ntpc/6/file/107%E5%B9%B47%E6%9C%88%E3%80%90%E6%B6%B2%E8%9B%8B%E8%A3%BD%E9%80%A0%E6%A5%AD%E7%A8%BD%E6%9F%A5%E5%B0%88%E6%A1%88%E3%80%91%E7%B6%B2%E9%A0%81%E7%89%88.pdf,20230731,153030
