year,months,organ,kind,number,numofpeople
107,2,三重分局,總計,129,129
107,2,新莊分局,總計,228,228
107,2,土城分局,總計,141,141
107,2,新店分局,總計,183,183
107,2,蘆洲分局,總計,229,229
107,2,三峽分局,總計,98,98
107,2,樹林分局,總計,192,192
107,2,汐止分局,總計,77,77
107,2,淡水分局,總計,212,212
107,2,瑞芳分局,總計,42,42
107,2,金山分局,總計,7,7
107,2,林口分局,總計,13,13
107,2,總　　　計,罰鍰,1457,1457
107,2,板橋分局,罰鍰,295,295
107,2,海山分局,罰鍰,24,24
107,2,中和分局,罰鍰,100,100
107,2,永和分局,罰鍰,92,92
107,2,三重分局,罰鍰,104,104
107,2,新莊分局,罰鍰,152,152
107,2,土城分局,罰鍰,81,81
107,2,新店分局,罰鍰,126,126
107,2,蘆洲分局,罰鍰,128,128
107,2,三峽分局,罰鍰,25,25
107,2,樹林分局,罰鍰,24,24
107,2,汐止分局,罰鍰,76,76
107,2,淡水分局,罰鍰,210,210
107,2,瑞芳分局,罰鍰,10,10
107,2,金山分局,罰鍰,0,0
107,2,林口分局,罰鍰,10,10
107,2,總　　　計,没入攤架,1,1
107,2,板橋分局,没入攤架,0,0
107,2,海山分局,没入攤架,0,0
107,2,中和分局,没入攤架,0,0
107,2,永和分局,没入攤架,0,0
107,2,三重分局,没入攤架,0,0
107,2,新莊分局,没入攤架,0,0
107,2,土城分局,没入攤架,0,0
107,2,新店分局,没入攤架,0,0
107,2,蘆洲分局,没入攤架,0,0
107,2,三峽分局,没入攤架,0,0
107,2,樹林分局,没入攤架,0,0
107,2,汐止分局,没入攤架,0,0
107,2,淡水分局,没入攤架,1,1
107,2,瑞芳分局,没入攤架,0,0
107,2,金山分局,没入攤架,0,0
107,2,林口分局,没入攤架,0,0
107,2,總　　　計,拆除攤架,0,0
107,2,板橋分局,拆除攤架,0,0
107,2,海山分局,拆除攤架,0,0
107,2,中和分局,拆除攤架,0,0
107,2,永和分局,拆除攤架,0,0
107,2,三重分局,拆除攤架,0,0
107,2,新莊分局,拆除攤架,0,0
107,2,土城分局,拆除攤架,0,0
107,2,新店分局,拆除攤架,0,0
107,2,蘆洲分局,拆除攤架,0,0
107,2,三峽分局,拆除攤架,0,0
107,2,樹林分局,拆除攤架,0,0
107,2,汐止分局,拆除攤架,0,0
107,2,淡水分局,拆除攤架,0,0
107,2,瑞芳分局,拆除攤架,0,0
107,2,金山分局,拆除攤架,0,0
107,2,林口分局,拆除攤架,0,0
107,2,總　　　計,勸導,1272,1272
107,2,板橋分局,勸導,285,285
107,2,海山分局,勸導,80,80
107,2,中和分局,勸導,268,268
107,2,永和分局,勸導,35,35
107,2,三重分局,勸導,25,25
107,2,新莊分局,勸導,76,76
107,2,土城分局,勸導,60,60
107,2,新店分局,勸導,57,57
107,2,蘆洲分局,勸導,101,101
107,2,三峽分局,勸導,73,73
107,2,樹林分局,勸導,168,168
107,2,汐止分局,勸導,1,1
107,2,淡水分局,勸導,1,1
107,2,瑞芳分局,勸導,32,32
107,2,金山分局,勸導,7,7
107,2,林口分局,勸導,3,3
107,3,總　　　計,總計,3227,3227
107,3,板橋分局,總計,611,611
107,3,海山分局,總計,159,159
107,3,中和分局,總計,440,440
107,3,永和分局,總計,186,186
107,3,三重分局,總計,209,209
107,3,新莊分局,總計,229,229
107,3,土城分局,總計,158,158
107,3,新店分局,總計,354,354
107,3,蘆洲分局,總計,248,248
107,3,三峽分局,總計,100,100
107,3,樹林分局,總計,192,192
107,3,汐止分局,總計,92,92
107,3,淡水分局,總計,118,118
107,3,瑞芳分局,總計,84,84
107,3,金山分局,總計,8,8
107,3,林口分局,總計,39,39
107,3,總　　　計,罰鍰,1785,1785
107,3,板橋分局,罰鍰,309,309
107,3,海山分局,罰鍰,69,69
107,3,中和分局,罰鍰,169,169
107,3,永和分局,罰鍰,153,153
107,3,三重分局,罰鍰,184,184
107,3,新莊分局,罰鍰,160,160
107,3,土城分局,罰鍰,108,108
107,3,新店分局,罰鍰,188,188
107,3,蘆洲分局,罰鍰,137,137
107,3,三峽分局,罰鍰,27,27
107,3,樹林分局,罰鍰,24,24
107,3,汐止分局,罰鍰,91,91
107,3,淡水分局,罰鍰,117,117
107,3,瑞芳分局,罰鍰,34,34
107,3,金山分局,罰鍰,1,1
107,3,林口分局,罰鍰,14,14
107,3,總　　　計,没入攤架,0,0
107,3,板橋分局,没入攤架,0,0
107,3,海山分局,没入攤架,0,0
107,3,中和分局,没入攤架,0,0
107,3,永和分局,没入攤架,0,0
107,3,三重分局,没入攤架,0,0
107,3,新莊分局,没入攤架,0,0
107,3,土城分局,没入攤架,0,0
107,3,新店分局,没入攤架,0,0
107,3,蘆洲分局,没入攤架,0,0
107,3,三峽分局,没入攤架,0,0
107,3,樹林分局,没入攤架,0,0
107,3,汐止分局,没入攤架,0,0
107,3,淡水分局,没入攤架,0,0
107,3,瑞芳分局,没入攤架,0,0
107,3,金山分局,没入攤架,0,0
107,3,林口分局,没入攤架,0,0
107,3,總　　　計,拆除攤架,0,0
107,3,板橋分局,拆除攤架,0,0
107,3,海山分局,拆除攤架,0,0
107,3,中和分局,拆除攤架,0,0
107,3,永和分局,拆除攤架,0,0
107,3,三重分局,拆除攤架,0,0
107,3,新莊分局,拆除攤架,0,0
107,3,土城分局,拆除攤架,0,0
107,3,新店分局,拆除攤架,0,0
107,3,蘆洲分局,拆除攤架,0,0
107,3,三峽分局,拆除攤架,0,0
107,3,樹林分局,拆除攤架,0,0
107,3,汐止分局,拆除攤架,0,0
107,3,淡水分局,拆除攤架,0,0
107,3,瑞芳分局,拆除攤架,0,0
107,3,金山分局,拆除攤架,0,0
107,3,林口分局,拆除攤架,0,0
107,3,總　　　計,勸導,1442,1442
107,3,板橋分局,勸導,302,302
107,3,海山分局,勸導,90,90
107,3,中和分局,勸導,271,271
107,3,永和分局,勸導,33,33
107,3,三重分局,勸導,25,25
107,3,新莊分局,勸導,69,69
107,3,土城分局,勸導,50,50
107,3,新店分局,勸導,166,166
107,3,蘆洲分局,勸導,111,111
107,3,三峽分局,勸導,73,73
107,3,樹林分局,勸導,168,168
107,3,汐止分局,勸導,1,1
107,3,淡水分局,勸導,1,1
107,3,瑞芳分局,勸導,50,50
107,3,金山分局,勸導,7,7
107,3,林口分局,勸導,25,25
107,4,總　　　計,總計,3151,3151
107,4,板橋分局,總計,573,573
107,4,海山分局,總計,87,87
107,4,中和分局,總計,408,408
107,4,永和分局,總計,252,252
107,4,三重分局,總計,230,230
107,4,新莊分局,總計,191,191
107,4,土城分局,總計,154,154
107,4,新店分局,總計,289,289
107,4,蘆洲分局,總計,242,242
107,4,三峽分局,總計,156,156
107,4,樹林分局,總計,206,206
107,4,汐止分局,總計,88,88
107,4,淡水分局,總計,129,129
107,4,瑞芳分局,總計,71,71
107,4,金山分局,總計,12,12
107,4,林口分局,總計,63,63
107,4,總　　　計,罰鍰,1680,1680
107,4,板橋分局,罰鍰,292,292
107,4,海山分局,罰鍰,37,37
107,4,中和分局,罰鍰,137,137
107,4,永和分局,罰鍰,213,213
107,4,三重分局,罰鍰,201,201
107,4,新莊分局,罰鍰,96,96
107,4,土城分局,罰鍰,88,88
107,4,新店分局,罰鍰,116,116
107,4,蘆洲分局,罰鍰,138,138
107,4,三峽分局,罰鍰,55,55
107,4,樹林分局,罰鍰,44,44
107,4,汐止分局,罰鍰,87,87
107,4,淡水分局,罰鍰,128,128
107,4,瑞芳分局,罰鍰,16,16
107,4,金山分局,罰鍰,5,5
107,4,林口分局,罰鍰,27,27
107,4,總　　　計,没入攤架,0,0
107,4,板橋分局,没入攤架,0,0
107,4,海山分局,没入攤架,0,0
107,4,中和分局,没入攤架,0,0
107,4,永和分局,没入攤架,0,0
107,4,三重分局,没入攤架,0,0
107,4,新莊分局,没入攤架,0,0
107,4,土城分局,没入攤架,0,0
107,4,新店分局,没入攤架,0,0
107,4,蘆洲分局,没入攤架,0,0
107,4,三峽分局,没入攤架,0,0
107,4,樹林分局,没入攤架,0,0
107,4,汐止分局,没入攤架,0,0
107,4,淡水分局,没入攤架,0,0
107,4,瑞芳分局,没入攤架,0,0
107,4,金山分局,没入攤架,0,0
107,4,林口分局,没入攤架,0,0
107,4,總　　　計,拆除攤架,0,0
107,4,板橋分局,拆除攤架,0,0
107,4,海山分局,拆除攤架,0,0
107,4,中和分局,拆除攤架,0,0
107,4,永和分局,拆除攤架,0,0
107,4,三重分局,拆除攤架,0,0
107,4,新莊分局,拆除攤架,0,0
107,4,土城分局,拆除攤架,0,0
107,4,新店分局,拆除攤架,0,0
107,4,蘆洲分局,拆除攤架,0,0
107,4,三峽分局,拆除攤架,0,0
107,4,樹林分局,拆除攤架,0,0
107,4,汐止分局,拆除攤架,0,0
107,4,淡水分局,拆除攤架,0,0
107,4,瑞芳分局,拆除攤架,0,0
107,4,金山分局,拆除攤架,0,0
107,4,林口分局,拆除攤架,0,0
107,4,總　　　計,勸導,1471,1471
107,4,板橋分局,勸導,281,281
107,4,海山分局,勸導,50,50
107,4,中和分局,勸導,271,271
107,4,永和分局,勸導,39,39
107,4,三重分局,勸導,29,29
107,4,新莊分局,勸導,95,95
107,4,土城分局,勸導,66,66
107,4,新店分局,勸導,173,173
107,4,蘆洲分局,勸導,104,104
107,4,三峽分局,勸導,101,101
107,4,樹林分局,勸導,162,162
107,4,汐止分局,勸導,1,1
107,4,淡水分局,勸導,1,1
107,4,瑞芳分局,勸導,55,55
107,4,金山分局,勸導,7,7
107,4,林口分局,勸導,36,36
107,5,總　　　計,總計,3479,3479
107,5,板橋分局,總計,580,580
107,5,海山分局,總計,88,88
107,5,中和分局,總計,513,513
107,5,永和分局,總計,198,198
107,5,三重分局,總計,200,200
107,5,新莊分局,總計,224,224
107,5,土城分局,總計,173,173
107,5,新店分局,總計,416,416
107,5,蘆洲分局,總計,327,327
107,5,三峽分局,總計,194,194
107,5,樹林分局,總計,236,236
107,5,汐止分局,總計,95,95
107,5,淡水分局,總計,112,112
107,5,瑞芳分局,總計,72,72
107,5,金山分局,總計,7,7
107,5,林口分局,總計,44,44
107,5,總　　　計,罰鍰,1980,1980
107,5,板橋分局,罰鍰,295,295
107,5,海山分局,罰鍰,36,36
107,5,中和分局,罰鍰,236,236
107,5,永和分局,罰鍰,160,160
107,5,三重分局,罰鍰,170,170
107,5,新莊分局,罰鍰,154,154
107,5,土城分局,罰鍰,103,103
107,5,新店分局,罰鍰,220,220
107,5,蘆洲分局,罰鍰,208,208
107,5,三峽分局,罰鍰,93,93
107,5,樹林分局,罰鍰,78,78
107,5,汐止分局,罰鍰,80,80
107,5,淡水分局,罰鍰,108,108
107,5,瑞芳分局,罰鍰,16,16
107,5,金山分局,罰鍰,1,1
107,5,林口分局,罰鍰,22,22
107,5,總　　　計,没入攤架,3,3
107,5,板橋分局,没入攤架,0,0
107,5,海山分局,没入攤架,0,0
107,5,中和分局,没入攤架,0,0
107,5,永和分局,没入攤架,0,0
107,5,三重分局,没入攤架,0,0
107,5,新莊分局,没入攤架,0,0
107,5,土城分局,没入攤架,0,0
107,5,新店分局,没入攤架,0,0
107,5,蘆洲分局,没入攤架,0,0
107,5,三峽分局,没入攤架,0,0
107,5,樹林分局,没入攤架,0,0
107,5,汐止分局,没入攤架,0,0
107,5,淡水分局,没入攤架,3,3
107,5,瑞芳分局,没入攤架,0,0
107,5,金山分局,没入攤架,0,0
107,5,林口分局,没入攤架,0,0
107,5,總　　　計,拆除攤架,0,0
107,5,板橋分局,拆除攤架,0,0
107,5,海山分局,拆除攤架,0,0
107,5,中和分局,拆除攤架,0,0
107,5,永和分局,拆除攤架,0,0
107,5,三重分局,拆除攤架,0,0
107,5,新莊分局,拆除攤架,0,0
107,5,土城分局,拆除攤架,0,0
107,5,新店分局,拆除攤架,0,0
107,5,蘆洲分局,拆除攤架,0,0
107,5,三峽分局,拆除攤架,0,0
107,5,樹林分局,拆除攤架,0,0
107,5,汐止分局,拆除攤架,0,0
107,5,淡水分局,拆除攤架,0,0
107,5,瑞芳分局,拆除攤架,0,0
107,5,金山分局,拆除攤架,0,0
107,5,林口分局,拆除攤架,0,0
107,5,總　　　計,勸導,1496,1496
107,5,板橋分局,勸導,285,285
107,5,海山分局,勸導,52,52
107,5,中和分局,勸導,277,277
107,5,永和分局,勸導,38,38
107,5,三重分局,勸導,30,30
107,5,新莊分局,勸導,70,70
107,5,土城分局,勸導,70,70
107,5,新店分局,勸導,196,196
107,5,蘆洲分局,勸導,119,119
107,5,三峽分局,勸導,101,101
107,5,樹林分局,勸導,158,158
107,5,汐止分局,勸導,15,15
107,5,淡水分局,勸導,1,1
107,5,瑞芳分局,勸導,56,56
107,5,金山分局,勸導,6,6
107,5,林口分局,勸導,22,22
107,6,總　　　計,總計,3105,3105
107,6,板橋分局,總計,611,611
107,6,海山分局,總計,82,82
107,6,中和分局,總計,390,390
107,6,永和分局,總計,260,260
107,6,三重分局,總計,123,123
107,6,新莊分局,總計,217,217
107,6,土城分局,總計,177,177
107,6,新店分局,總計,343,343
107,6,蘆洲分局,總計,249,249
107,6,三峽分局,總計,175,175
107,6,樹林分局,總計,177,177
107,6,汐止分局,總計,61,61
107,6,淡水分局,總計,99,99
107,6,瑞芳分局,總計,55,55
107,6,金山分局,總計,11,11
107,6,林口分局,總計,75,75
107,6,總　　　計,罰鍰,1687,1687
107,6,板橋分局,罰鍰,309,309
107,6,海山分局,罰鍰,37,37
107,6,中和分局,罰鍰,147,147
107,6,永和分局,罰鍰,222,222
107,6,三重分局,罰鍰,96,96
107,6,新莊分局,罰鍰,137,137
107,6,土城分局,罰鍰,97,97
107,6,新店分局,罰鍰,184,184
107,6,蘆洲分局,罰鍰,134,134
107,6,三峽分局,罰鍰,74,74
107,6,樹林分局,罰鍰,31,31
107,6,汐止分局,罰鍰,59,59
107,6,淡水分局,罰鍰,98,98
107,6,瑞芳分局,罰鍰,20,20
107,6,金山分局,罰鍰,3,3
107,6,林口分局,罰鍰,39,39
107,6,總　　　計,没入攤架,3,3
107,6,板橋分局,没入攤架,0,0
107,6,海山分局,没入攤架,0,0
107,6,中和分局,没入攤架,0,0
107,6,永和分局,没入攤架,0,0
107,6,三重分局,没入攤架,0,0
107,6,新莊分局,没入攤架,3,3
107,6,土城分局,没入攤架,0,0
107,6,新店分局,没入攤架,0,0
107,6,蘆洲分局,没入攤架,0,0
107,6,三峽分局,没入攤架,0,0
107,6,樹林分局,没入攤架,0,0
107,6,汐止分局,没入攤架,0,0
107,6,淡水分局,没入攤架,0,0
107,6,瑞芳分局,没入攤架,0,0
107,6,金山分局,没入攤架,0,0
107,6,林口分局,没入攤架,0,0
107,6,總　　　計,拆除攤架,0,0
107,6,板橋分局,拆除攤架,0,0
107,6,海山分局,拆除攤架,0,0
107,6,中和分局,拆除攤架,0,0
107,6,永和分局,拆除攤架,0,0
107,6,三重分局,拆除攤架,0,0
107,6,新莊分局,拆除攤架,0,0
107,6,土城分局,拆除攤架,0,0
107,6,新店分局,拆除攤架,0,0
107,6,蘆洲分局,拆除攤架,0,0
107,6,三峽分局,拆除攤架,0,0
107,6,樹林分局,拆除攤架,0,0
107,6,汐止分局,拆除攤架,0,0
107,6,淡水分局,拆除攤架,0,0
107,6,瑞芳分局,拆除攤架,0,0
107,6,金山分局,拆除攤架,0,0
107,6,林口分局,拆除攤架,0,0
107,6,總　　　計,勸導,1415,1415
107,6,板橋分局,勸導,302,302
107,6,海山分局,勸導,45,45
107,6,中和分局,勸導,243,243
107,6,永和分局,勸導,38,38
107,6,三重分局,勸導,27,27
107,6,新莊分局,勸導,77,77
107,6,土城分局,勸導,80,80
107,6,新店分局,勸導,159,159
107,6,蘆洲分局,勸導,115,115
107,6,三峽分局,勸導,101,101
107,6,樹林分局,勸導,146,146
107,6,汐止分局,勸導,2,2
107,6,淡水分局,勸導,1,1
107,6,瑞芳分局,勸導,35,35
107,6,金山分局,勸導,8,8
107,6,林口分局,勸導,36,36
107,7,總　　　計,總計,3058,3058
107,7,板橋分局,總計,612,612
107,7,海山分局,總計,93,93
107,7,中和分局,總計,371,371
107,7,永和分局,總計,245,245
107,7,三重分局,總計,94,94
107,7,新莊分局,總計,248,248
107,7,土城分局,總計,165,165
107,7,新店分局,總計,357,357
107,7,蘆洲分局,總計,244,244
107,7,三峽分局,總計,125,125
107,7,樹林分局,總計,183,183
107,7,汐止分局,總計,55,55
107,7,淡水分局,總計,166,166
107,7,瑞芳分局,總計,61,61
107,7,金山分局,總計,6,6
107,7,林口分局,總計,33,33
107,7,總　　　計,罰鍰,1642,1642
107,7,板橋分局,罰鍰,306,306
107,7,海山分局,罰鍰,45,45
107,7,中和分局,罰鍰,139,139
107,7,永和分局,罰鍰,213,213
107,7,三重分局,罰鍰,62,62
107,7,新莊分局,罰鍰,153,153
107,7,土城分局,罰鍰,93,93
107,7,新店分局,罰鍰,172,172
107,7,蘆洲分局,罰鍰,147,147
107,7,三峽分局,罰鍰,34,34
107,7,樹林分局,罰鍰,20,20
107,7,汐止分局,罰鍰,50,50
107,7,淡水分局,罰鍰,165,165
107,7,瑞芳分局,罰鍰,23,23
107,7,金山分局,罰鍰,1,1
107,7,林口分局,罰鍰,19,19
107,7,總　　　計,没入攤架,0,0
107,7,板橋分局,没入攤架,0,0
107,7,海山分局,没入攤架,0,0
107,7,中和分局,没入攤架,0,0
107,7,永和分局,没入攤架,0,0
107,7,三重分局,没入攤架,0,0
107,7,新莊分局,没入攤架,0,0
107,7,土城分局,没入攤架,0,0
107,7,新店分局,没入攤架,0,0
107,7,蘆洲分局,没入攤架,0,0
107,7,三峽分局,没入攤架,0,0
107,7,樹林分局,没入攤架,0,0
107,7,汐止分局,没入攤架,0,0
107,7,淡水分局,没入攤架,0,0
107,7,瑞芳分局,没入攤架,0,0
107,7,金山分局,没入攤架,0,0
107,7,林口分局,没入攤架,0,0
107,7,總　　　計,拆除攤架,0,0
107,7,板橋分局,拆除攤架,0,0
107,7,海山分局,拆除攤架,0,0
107,7,中和分局,拆除攤架,0,0
107,7,永和分局,拆除攤架,0,0
107,7,三重分局,拆除攤架,0,0
107,7,新莊分局,拆除攤架,0,0
107,7,土城分局,拆除攤架,0,0
107,7,新店分局,拆除攤架,0,0
107,7,蘆洲分局,拆除攤架,0,0
107,7,三峽分局,拆除攤架,0,0
107,7,樹林分局,拆除攤架,0,0
107,7,汐止分局,拆除攤架,0,0
107,7,淡水分局,拆除攤架,0,0
107,7,瑞芳分局,拆除攤架,0,0
107,7,金山分局,拆除攤架,0,0
107,7,林口分局,拆除攤架,0,0
107,7,總　　　計,勸導,1416,1416
107,7,板橋分局,勸導,306,306
107,7,海山分局,勸導,48,48
107,7,中和分局,勸導,232,232
107,7,永和分局,勸導,32,32
107,7,三重分局,勸導,32,32
107,7,新莊分局,勸導,95,95
107,7,土城分局,勸導,72,72
107,7,新店分局,勸導,185,185
107,7,蘆洲分局,勸導,97,97
107,7,三峽分局,勸導,91,91
107,7,樹林分局,勸導,163,163
107,7,汐止分局,勸導,5,5
107,7,淡水分局,勸導,1,1
107,7,瑞芳分局,勸導,38,38
107,7,金山分局,勸導,5,5
107,7,林口分局,勸導,14,14
107,8,總　　　計,總計,3091,3091
107,8,板橋分局,總計,620,620
107,8,海山分局,總計,54,54
107,8,中和分局,總計,343,343
107,8,永和分局,總計,205,205
107,8,三重分局,總計,123,123
107,8,新莊分局,總計,333,333
107,8,土城分局,總計,156,156
107,8,新店分局,總計,341,341
107,8,蘆洲分局,總計,323,323
107,8,三峽分局,總計,160,160
107,8,樹林分局,總計,197,197
107,8,汐止分局,總計,71,71
107,8,淡水分局,總計,82,82
107,8,瑞芳分局,總計,45,45
107,8,金山分局,總計,8,8
107,8,林口分局,總計,30,30
107,8,總　　　計,罰鍰,1728,1728
107,8,板橋分局,罰鍰,311,311
107,8,海山分局,罰鍰,41,41
107,8,中和分局,罰鍰,111,111
107,8,永和分局,罰鍰,178,178
107,8,三重分局,罰鍰,113,113
107,8,新莊分局,罰鍰,233,233
107,8,土城分局,罰鍰,86,86
107,8,新店分局,罰鍰,167,167
107,8,蘆洲分局,罰鍰,211,211
107,8,三峽分局,罰鍰,69,69
107,8,樹林分局,罰鍰,29,29
107,8,汐止分局,罰鍰,66,66
107,8,淡水分局,罰鍰,70,70
107,8,瑞芳分局,罰鍰,12,12
107,8,金山分局,罰鍰,1,1
107,8,林口分局,罰鍰,30,30
107,8,總　　　計,没入攤架,0,0
107,8,板橋分局,没入攤架,0,0
107,8,海山分局,没入攤架,0,0
107,8,中和分局,没入攤架,0,0
107,8,永和分局,没入攤架,0,0
107,8,三重分局,没入攤架,0,0
107,8,新莊分局,没入攤架,0,0
107,8,土城分局,没入攤架,0,0
107,8,新店分局,没入攤架,0,0
107,8,蘆洲分局,没入攤架,0,0
107,8,三峽分局,没入攤架,0,0
107,8,樹林分局,没入攤架,0,0
107,8,汐止分局,没入攤架,0,0
107,8,淡水分局,没入攤架,0,0
107,8,瑞芳分局,没入攤架,0,0
107,8,金山分局,没入攤架,0,0
107,8,林口分局,没入攤架,0,0
107,8,總　　　計,拆除攤架,0,0
107,8,板橋分局,拆除攤架,0,0
107,8,海山分局,拆除攤架,0,0
107,8,中和分局,拆除攤架,0,0
107,8,永和分局,拆除攤架,0,0
107,8,三重分局,拆除攤架,0,0
107,8,新莊分局,拆除攤架,0,0
107,8,土城分局,拆除攤架,0,0
107,8,新店分局,拆除攤架,0,0
107,8,蘆洲分局,拆除攤架,0,0
107,8,三峽分局,拆除攤架,0,0
107,8,樹林分局,拆除攤架,0,0
107,8,汐止分局,拆除攤架,0,0
107,8,淡水分局,拆除攤架,0,0
107,8,瑞芳分局,拆除攤架,0,0
107,8,金山分局,拆除攤架,0,0
107,8,林口分局,拆除攤架,0,0
107,8,總　　　計,勸導,1363,1363
107,8,板橋分局,勸導,309,309
107,8,海山分局,勸導,13,13
107,8,中和分局,勸導,232,232
107,8,永和分局,勸導,27,27
107,8,三重分局,勸導,10,10
107,8,新莊分局,勸導,100,100
107,8,土城分局,勸導,70,70
107,8,新店分局,勸導,174,174
107,8,蘆洲分局,勸導,112,112
107,8,三峽分局,勸導,91,91
107,8,樹林分局,勸導,168,168
107,8,汐止分局,勸導,5,5
107,8,淡水分局,勸導,12,12
107,8,瑞芳分局,勸導,33,33
107,8,金山分局,勸導,7,7
107,8,林口分局,勸導,0,0
107,9,總　　　計,總計,2896,2896
107,9,板橋分局,總計,626,626
107,9,海山分局,總計,77,77
107,9,中和分局,總計,357,357
107,9,永和分局,總計,200,200
107,9,三重分局,總計,103,103
107,9,新莊分局,總計,239,239
107,9,土城分局,總計,146,146
107,9,新店分局,總計,298,298
107,9,蘆洲分局,總計,296,296
107,9,三峽分局,總計,135,135
107,9,樹林分局,總計,196,196
107,9,汐止分局,總計,78,78
107,9,淡水分局,總計,77,77
107,9,瑞芳分局,總計,42,42
107,9,金山分局,總計,6,6
107,9,林口分局,總計,20,20
107,9,總　　　計,罰鍰,1509,1509
107,9,板橋分局,罰鍰,315,315
107,9,海山分局,罰鍰,63,63
107,9,中和分局,罰鍰,133,133
107,9,永和分局,罰鍰,176,176
107,9,三重分局,罰鍰,70,70
107,9,新莊分局,罰鍰,119,119
107,9,土城分局,罰鍰,70,70
107,9,新店分局,罰鍰,152,152
107,9,蘆洲分局,罰鍰,182,182
107,9,三峽分局,罰鍰,44,44
107,9,樹林分局,罰鍰,17,17
107,9,汐止分局,罰鍰,69,69
107,9,淡水分局,罰鍰,65,65
107,9,瑞芳分局,罰鍰,12,12
107,9,金山分局,罰鍰,2,2
107,9,林口分局,罰鍰,20,20
107,9,總　　　計,没入攤架,0,0
107,9,板橋分局,没入攤架,0,0
107,9,海山分局,没入攤架,0,0
107,9,中和分局,没入攤架,0,0
107,9,永和分局,没入攤架,0,0
107,9,三重分局,没入攤架,0,0
107,9,新莊分局,没入攤架,0,0
107,9,土城分局,没入攤架,0,0
107,9,新店分局,没入攤架,0,0
107,9,蘆洲分局,没入攤架,0,0
107,9,三峽分局,没入攤架,0,0
107,9,樹林分局,没入攤架,0,0
107,9,汐止分局,没入攤架,0,0
107,9,淡水分局,没入攤架,0,0
107,9,瑞芳分局,没入攤架,0,0
107,9,金山分局,没入攤架,0,0
107,9,林口分局,没入攤架,0,0
107,9,總　　　計,拆除攤架,0,0
107,9,板橋分局,拆除攤架,0,0
107,9,海山分局,拆除攤架,0,0
107,9,中和分局,拆除攤架,0,0
107,9,永和分局,拆除攤架,0,0
107,9,三重分局,拆除攤架,0,0
107,9,新莊分局,拆除攤架,0,0
107,9,土城分局,拆除攤架,0,0
107,9,新店分局,拆除攤架,0,0
107,9,蘆洲分局,拆除攤架,0,0
107,9,三峽分局,拆除攤架,0,0
107,9,樹林分局,拆除攤架,0,0
107,9,汐止分局,拆除攤架,0,0
107,9,淡水分局,拆除攤架,0,0
107,9,瑞芳分局,拆除攤架,0,0
107,9,金山分局,拆除攤架,0,0
107,9,林口分局,拆除攤架,0,0
107,9,總　　　計,勸導,1387,1387
107,9,板橋分局,勸導,311,311
107,9,海山分局,勸導,14,14
107,9,中和分局,勸導,224,224
107,9,永和分局,勸導,24,24
107,9,三重分局,勸導,33,33
107,9,新莊分局,勸導,120,120
107,9,土城分局,勸導,76,76
107,9,新店分局,勸導,146,146
107,9,蘆洲分局,勸導,114,114
107,9,三峽分局,勸導,91,91
107,9,樹林分局,勸導,179,179
107,9,汐止分局,勸導,9,9
107,9,淡水分局,勸導,12,12
107,9,瑞芳分局,勸導,30,30
107,9,金山分局,勸導,4,4
107,9,林口分局,勸導,0,0
107,10,總　　　計,總計,2920,2920
107,10,板橋分局,總計,482,482
107,10,海山分局,總計,70,70
107,10,中和分局,總計,367,367
107,10,永和分局,總計,148,148
107,10,三重分局,總計,138,138
107,10,新莊分局,總計,252,252
107,10,土城分局,總計,108,108
107,10,新店分局,總計,328,328
107,10,蘆洲分局,總計,300,300
107,10,三峽分局,總計,121,121
107,10,樹林分局,總計,228,228
107,10,汐止分局,總計,82,82
107,10,淡水分局,總計,239,239
107,10,瑞芳分局,總計,35,35
107,10,金山分局,總計,6,6
107,10,林口分局,總計,16,16
107,10,總　　　計,罰鍰,1616,1616
107,10,板橋分局,罰鍰,216,216
107,10,海山分局,罰鍰,56,56
107,10,中和分局,罰鍰,167,167
107,10,永和分局,罰鍰,129,129
107,10,三重分局,罰鍰,105,105
107,10,新莊分局,罰鍰,126,126
107,10,土城分局,罰鍰,41,41
107,10,新店分局,罰鍰,190,190
107,10,蘆洲分局,罰鍰,179,179
107,10,三峽分局,罰鍰,30,30
107,10,樹林分局,罰鍰,59,59
107,10,汐止分局,罰鍰,78,78
107,10,淡水分局,罰鍰,226,226
107,10,瑞芳分局,罰鍰,6,6
107,10,金山分局,罰鍰,0,0
107,10,林口分局,罰鍰,8,8
107,10,總　　　計,没入攤架,0,0
107,10,板橋分局,没入攤架,0,0
107,10,海山分局,没入攤架,0,0
107,10,中和分局,没入攤架,0,0
107,10,永和分局,没入攤架,0,0
107,10,三重分局,没入攤架,0,0
107,10,新莊分局,没入攤架,0,0
107,10,土城分局,没入攤架,0,0
107,10,新店分局,没入攤架,0,0
107,10,蘆洲分局,没入攤架,0,0
107,10,三峽分局,没入攤架,0,0
107,10,樹林分局,没入攤架,0,0
107,10,汐止分局,没入攤架,0,0
107,10,淡水分局,没入攤架,0,0
107,10,瑞芳分局,没入攤架,0,0
107,10,金山分局,没入攤架,0,0
107,10,林口分局,没入攤架,0,0
107,10,總　　　計,拆除攤架,0,0
107,10,板橋分局,拆除攤架,0,0
107,10,海山分局,拆除攤架,0,0
107,10,中和分局,拆除攤架,0,0
107,10,永和分局,拆除攤架,0,0
107,10,三重分局,拆除攤架,0,0
107,10,新莊分局,拆除攤架,0,0
